Name,Age,Salary,Email,Join_Date,Gender,Department,Rating
Michele Walker,43,35765,ibarajas@gmail.com,07-07-2020,Male,Marketing,4.6
Kristen Smith,56,125532,cynthiagriffin@middleton.com,27-02-2024,Female,Operations,3.6
Brent Lewis,37,37442,dawn33@gmail.com,04-12-2022,Female,IT,3.5
Mandy Franco,52,94530,fbrowning@hotmail.com,02-05-2018,Male,Marketing,4.7
Steven Lee,35,133422,josephjones@gibson-marquez.com,06-09-2017,Female,Admin,2.6
Steven Crawford,56,98318,ogardner@wolf.com,02-09-2024,Female,HR,3.9
Cheryl Shaffer,51,136783,ashley43@robinson-allen.com,07-07-2016,Female,IT,2.9
Francisco Jacobs,57,149643,deborahhall@yahoo.com,14-11-2021,Other,Admin,3.8
Michael Vazquez,43,55124,zwyatt@schroeder.com,22-11-2016,Female,Operations,4.9
Rhonda Huff,55,30198,dickersonronald@lee.biz,22-04-2022,Male,IT,3.4
Richard Galloway,53,41879,carrbrandon@espinoza.com,01-08-2022,Other,Admin,2.8
Mark Lopez,27,135010,jessicadiaz@gmail.com,26-10-2020,Male,Admin,1.2
Brittany Parker,60,96704,wilsonaaron@wilson-robinson.com,19-03-2016,Female,Finance,4.5
Patricia Browning,52,87811,candacehernandez@romero.net,06-10-2025,Female,HR,2.4
Toni Shelton,44,81209,psmith@gardner.biz,07-03-2016,Other,IT,4.4
Jessica Mcneil,48,68443,gsmith@yahoo.com,01-07-2022,Male,Operations,1.1
Shawna Fernandez,44,108234,wsmith@yahoo.com,03-10-2025,Other,Operations,1.1
Lori Smith,26,71556,montgomeryjames@williams.org,17-01-2018,Male,Sales,3.3
Ricky Marshall,25,112288,nathanestrada@hotmail.com,20-09-2019,Other,IT,3.9
Mr. Nicholas Campbell,60,147106,timothybarrera@hotmail.com,04-10-2020,Male,Operations,1.2
Jessica Thomas,48,137520,gvega@dyer-miller.biz,11-01-2019,Other,HR,4
Stephen Morgan,42,80713,terry11@yahoo.com,09-08-2021,Female,IT,1.5
Mary Krause,35,99222,hullrobin@padilla.com,02-05-2021,Female,Marketing,4.8
Troy Figueroa,49,52235,kristarhodes@yahoo.com,31-08-2016,Male,IT,3.9
Patrick Ramos,54,75837,scastro@hotmail.com,24-04-2018,Male,HR,2.3
Loretta Flores,49,105540,patrick42@gmail.com,19-01-2025,Female,Finance,1.6
Joseph Peterson,33,123435,fhicks@watson.info,04-06-2021,Other,Admin,3.9
Daniel Avila,36,76485,wilsonjohn@yahoo.com,11-09-2022,Female,Sales,4.9
Maria Smith,58,86218,josephhall@brown.org,02-01-2024,Male,Finance,1.9
Mason Murphy,26,81687,toddjohn@marshall.com,02-06-2017,Female,Admin,2.5
Justin Ellis,39,148725,mdixon@gmail.com,14-01-2025,Female,HR,4.1
Mikayla Pitts,50,47969,nathan33@gmail.com,13-11-2024,Male,Operations,2.5
Russell Castro,28,54886,wsanchez@carter.com,13-08-2024,Other,Admin,2.6
Lindsey Norman,25,131695,john57@gmail.com,24-08-2024,Female,Marketing,4.3
Victoria Hancock,60,71839,brentramirez@hotmail.com,28-08-2023,Other,Finance,2.6
Michael Thomas,40,96597,gary83@williams.com,21-06-2018,Female,Sales,2.4
Glenn Hernandez,37,108621,fernandezthomas@ayers.com,24-01-2018,Male,HR,3
Tony Chase,27,97784,daniel98@rice.biz,28-01-2025,Other,Sales,1.3
Cynthia Johnson,29,135666,taylormonica@wells.biz,21-06-2023,Other,Marketing,2.2
Katie Martinez,26,56648,laurenfranklin@hotmail.com,19-07-2016,Other,HR,3.3
Evan Davis,28,142667,lfisher@gonzalez-turner.com,30-11-2016,Other,Admin,4.8
Joann Guzman,55,72275,gthomas@yahoo.com,29-09-2020,Male,Operations,1.8
Aaron Dougherty,38,123811,jason87@williams.net,08-01-2022,Female,Finance,3.5
Kelly Carter,52,72033,courtneycook@thomas-bridges.com,18-04-2022,Female,Finance,2.4
Holly Walker,27,48452,lperkins@spencer.com,07-07-2019,Female,Admin,1.1
Tonya Arroyo,42,95998,melissa56@gmail.com,01-02-2020,Other,Operations,1.2
Kimberly Wagner DVM,40,94922,swheeler@gmail.com,23-08-2022,Other,Sales,4.5
Jason Griffin,53,63600,milleralyssa@hotmail.com,03-07-2025,Male,Finance,2.5
Tracy Brock,54,144517,morganisaac@yahoo.com,14-01-2021,Female,Sales,3
Amanda Roberts,58,95662,jacksondeborah@davis.com,16-09-2019,Female,Operations,3.6
Ryan Wise,28,142878,dalton15@curtis.com,29-07-2021,Female,Finance,1.5
Laura Byrd,38,148650,rwatkins@hotmail.com,04-01-2019,Female,Operations,1.5
Robin Smith,32,144275,bakernancy@stone.com,29-12-2019,Other,Admin,2.9
Mandy Sandoval,27,81145,nicholeyates@hotmail.com,12-08-2016,Other,Admin,1.8
Karen Davis,50,77741,jennyandrews@yahoo.com,24-01-2025,Other,Finance,2.8
Steven Mullins,47,89125,jenniferlewis@jenkins.biz,13-04-2024,Other,Operations,1.5
Samantha Dunn,51,135923,kathleenlopez@yahoo.com,10-09-2025,Other,Sales,2.1
Amber Montgomery,37,112564,griffinjared@yahoo.com,27-04-2017,Male,IT,3.3
Steven Henson,59,119611,lukeibarra@williams.info,05-10-2017,Female,HR,3.3
Steven Taylor,34,76245,chambersjeremy@gmail.com,24-10-2019,Other,HR,4.5
Tiffany Donaldson,39,34911,apowell@ward-kelley.com,23-07-2021,Other,HR,3.6
Robert Trujillo,52,124331,nwalters@rubio.com,07-04-2016,Male,Finance,2.8
Paula Obrien,33,41042,rorozco@bennett-kent.com,07-05-2021,Male,HR,2.6
Laura Perry,24,30745,andrewslaura@gmail.com,28-11-2018,Female,HR,2
Chris Vargas,41,138054,fergusonandrew@mckee-lawson.com,07-04-2022,Female,Finance,1.7
Jill Peterson,40,105258,smithsarah@yahoo.com,05-09-2024,Male,Operations,2.3
Michael Gross,38,41546,heatherallen@yahoo.com,24-11-2016,Female,Sales,1.9
Elizabeth Adams,24,111740,taylor75@martinez.info,28-12-2024,Other,Admin,2.2
Michelle Wallace,23,109472,robert94@gmail.com,22-06-2019,Male,IT,1.3
Kristina Holder,48,43769,michelle20@moran.com,26-11-2023,Male,HR,4.7
Latoya Anthony,32,116114,mcdanielcharles@gmail.com,22-06-2017,Female,Finance,2
Tina Harrison,56,113473,mcoleman@yahoo.com,10-03-2018,Female,IT,3.3
Samantha Torres,32,42244,christianperry@johnston.net,30-12-2018,Other,Sales,3.5
Helen Fields,35,125934,laurakelly@yahoo.com,14-06-2024,Male,Operations,2.2
Susan Anderson,58,30834,cynthia26@gmail.com,03-05-2024,Female,Finance,3.6
John Tate,50,65177,erodgers@hernandez.com,10-12-2021,Other,IT,2.4
Katie Bell,31,42027,atorres@yahoo.com,15-04-2018,Other,Finance,3
Austin Wilson,57,82250,ufuentes@osborne.com,06-12-2022,Other,Marketing,3.5
Stacey Green,48,88244,jill04@yahoo.com,25-05-2020,Female,Admin,3.3
Martin Powell,45,82492,jesus55@hotmail.com,27-11-2018,Male,Admin,1.4
Edward Escobar,53,141689,kjohnson@warren.com,27-04-2021,Male,Sales,1.5
Hannah Wagner,52,61226,aarongonzalez@gmail.com,02-11-2018,Female,IT,3.1
Michael Barrett,22,132419,xbarton@yahoo.com,31-05-2023,Female,Sales,4.9
Emily Figueroa,23,75038,tparker@gmail.com,31-05-2023,Other,Admin,1.9
Michelle Cook,43,102880,brownnicole@hotmail.com,30-01-2017,Female,HR,1.3
Thomas Mcgee,26,68854,mezapaul@berry.com,21-04-2019,Female,Finance,3.2
Joshua Price,52,103736,nancy97@yahoo.com,18-04-2025,Male,Marketing,3.2
Jason Haynes,54,73526,qpatel@yahoo.com,22-12-2016,Male,Sales,3.6
Mrs. Jill Rodriguez,55,67887,michaelgonzales@yahoo.com,06-03-2019,Male,Admin,4.9
Mr. Jonathan Wade PhD,57,139461,bbonilla@edwards-martinez.com,18-04-2019,Female,Operations,2
James Johnson II,31,101615,erinreyes@davis.com,13-04-2016,Other,HR,3
Alexis Burton,44,72452,barnesbrian@gmail.com,18-11-2019,Other,Admin,3.2
Derek Murphy,45,33929,jaredmiller@anderson-jacobs.com,25-12-2024,Other,HR,2.2
Rebecca Long,26,60886,huberwillie@sawyer.biz,05-09-2020,Other,Marketing,5
Amanda Chase,37,51837,jessica85@yahoo.com,06-02-2017,Male,Admin,3
Scott Taylor,29,142024,stacy99@grimes.com,18-07-2019,Male,Operations,1.4
Jon Smith,25,140032,matthewmccall@yahoo.com,24-05-2020,Other,Operations,4.9
Michael Rogers,54,124090,hammondfelicia@mcfarland.com,29-12-2017,Male,Admin,3.8
Alexander Nguyen,60,139136,kennethmonroe@peterson.com,02-09-2023,Other,Marketing,4
Jason Wilson,40,97855,colleen15@hotmail.com,22-10-2016,Female,HR,3.9
Christine Pacheco,37,117417,tracy74@goodman.com,04-09-2022,Male,Admin,4
Marcus Marks,38,43133,kathrynperez@cummings.info,18-02-2025,Female,HR,3.9
Adam Ruiz,40,114336,michaelcunningham@allen-robinson.com,25-09-2017,Female,Finance,3
Natalie Roberts,57,68710,ryanreeves@wright.com,17-11-2021,Other,Finance,4.2
Vincent Perez,60,45457,unguyen@pennington.com,22-02-2016,Male,Marketing,2.7
John Jordan,54,64711,jesusmorris@hotmail.com,31-05-2021,Male,Finance,3.8
Lisa Roberts,22,129876,heather93@duncan-bailey.org,09-11-2024,Other,Finance,4.3
Luis Mayo,49,139050,andrea24@shaffer.org,23-11-2017,Female,Admin,4.3
Zachary Ho,22,132782,vmata@gmail.com,23-02-2022,Female,Operations,1.5
Michael Moore,23,147267,stewartsean@yahoo.com,06-01-2025,Male,Finance,1.5
Richard Aguirre,52,95728,jeremiahhendricks@yahoo.com,22-05-2023,Other,HR,4
Robert Webb,59,61559,wjenkins@gmail.com,16-05-2024,Female,Operations,4.3
William Rodriguez,58,79064,tylerjuan@holmes.org,16-03-2016,Female,IT,1
William Glass,55,58574,cwilson@gmail.com,25-04-2021,Male,Operations,4.2
Kayla Miller,24,111378,andrea65@jackson.com,14-03-2020,Female,IT,3.8
Carmen Clark,46,143922,louisadams@hotmail.com,24-10-2022,Other,Finance,1.8
Mikayla Scott,59,141883,edwin23@mason.info,12-12-2023,Other,Finance,1.7
Jennifer Ellis,31,122769,amartin@hotmail.com,20-11-2022,Other,Sales,1.4
Amanda Whitaker,48,47329,uhicks@hotmail.com,16-09-2025,Male,Admin,1.3
Stephanie Taylor,45,68757,jacobpeters@kirby-young.com,30-01-2025,Male,Admin,2.6
Kerry Morton,30,48690,dawn04@bautista-sparks.biz,04-03-2020,Other,HR,2.6
Melissa Jones PhD,52,57741,brittany41@richards-walters.biz,25-08-2018,Other,IT,1.1
Frank Hernandez,24,107299,dakota56@gmail.com,09-05-2024,Other,IT,1.3
Jeffrey Weber,59,98434,kristina07@kline.com,28-06-2018,Female,Operations,1.8
Alicia Jones,37,63712,lindsey32@walker.com,15-10-2024,Female,IT,1.4
Steven Villarreal,31,85963,mmendoza@jackson.biz,29-10-2020,Female,HR,3.6
Julie Webster,25,142216,cindy80@stewart.info,03-04-2024,Male,Finance,2.9
Michael Phillips,34,88696,johnny58@yahoo.com,25-12-2021,Other,HR,1.6
Sharon Williams,49,107655,jillwatts@gmail.com,05-08-2021,Female,HR,1.3
James Roberts,60,134972,cparker@patton.info,26-04-2025,Other,Operations,2.6
Kristen Petty,52,137660,suzannetaylor@hess-zamora.info,10-11-2018,Female,Marketing,3.8
Mark Wagner,43,34157,savannah53@hotmail.com,11-08-2024,Other,Marketing,4.1
Denise Cox,37,77325,alan29@yahoo.com,12-08-2019,Other,Marketing,2.6
Keith Henderson,48,72343,meganjackson@yahoo.com,12-11-2019,Male,Admin,3.3
Alexis Gallegos,31,113559,jennifer41@white-wilkins.com,24-06-2019,Other,Marketing,2.6
Justin Henry,29,148582,ortizkent@richards.com,16-05-2021,Male,Finance,3.2
Christopher Lewis,46,128994,kathryn84@ruiz-barker.com,25-02-2017,Male,Sales,3.6
Rachel Moreno,44,82989,debra12@yahoo.com,06-08-2017,Other,Admin,4.8
James Weaver,25,66579,kelly91@williams.biz,09-06-2024,Male,HR,2.4
Steven Cochran,38,39369,mmoreno@hotmail.com,14-08-2022,Male,IT,1.2
Melissa Shelton,49,109044,brittany54@hotmail.com,14-01-2018,Female,Marketing,3.1
Tyler Mitchell,38,130325,stacyrobertson@mclaughlin.biz,24-12-2018,Male,Admin,2.1
Paige Lucas,24,104916,isaacmorgan@russo.com,13-12-2022,Male,Marketing,3
Sydney Meyers,47,46549,caroline41@anderson.com,21-02-2018,Male,IT,4.9
Wayne Haas,58,55538,jack72@guzman.com,09-03-2017,Other,IT,4.9
Jennifer Patterson,24,73062,eli@yahoo.com,20-09-2017,Male,Finance,3.5
Carol Russell,30,49595,fletchermelissa@hotmail.com,02-03-2016,Other,IT,4
Michael Wilkinson,26,133480,wendy88@hotmail.com,22-10-2017,Male,IT,4.5
Amanda Evans,49,137903,michaelholland@lewis-bryant.com,08-10-2019,Male,Operations,4.8
Stephanie Koch,48,51355,meganmurphy@reed.com,16-07-2016,Other,Sales,3.6
Bonnie Farrell,60,41265,wardkathryn@whitehead.info,25-01-2017,Other,Finance,3.9
Benjamin Kelley,42,146513,usilva@hotmail.com,21-06-2021,Female,Sales,1.3
Corey Davis,41,51166,boonechristopher@yahoo.com,30-10-2021,Female,Operations,4.5
John Edwards PhD,45,124965,sara63@gmail.com,04-05-2017,Female,Operations,4.7
Kara Payne,44,96962,brenda76@rollins.org,21-07-2020,Female,Sales,2.8
Andrea Byrd,29,115075,garciamarcus@williams-ryan.com,10-06-2022,Other,IT,4
Amanda Hale,54,111494,crystal79@gmail.com,14-01-2018,Female,Sales,2.3
Brandy Wilson,34,79038,jamiemiller@yahoo.com,09-06-2022,Male,Admin,4.2
Courtney Fowler,34,130790,joshua61@yahoo.com,22-10-2021,Female,Operations,3.8
Nancy Anderson,49,72642,tracycastro@lowery-montgomery.com,21-03-2019,Male,Sales,1.4
Anna Johnson,26,112484,marshsydney@jones.com,30-12-2019,Other,HR,1.4
Noah Ward,55,105031,maria67@bowers.net,18-12-2015,Other,Operations,2
William Cantu,34,130231,michelle79@smith-shelton.org,31-01-2021,Male,HR,3.3
Cynthia Maxwell,34,38116,rodgersjason@yahoo.com,20-04-2021,Male,Sales,4.5
Alexandra Jackson,23,52559,zcohen@fitzgerald-wilkins.org,04-09-2022,Male,Marketing,3.9
Debra Robles,38,95427,rickyfitzgerald@knight.biz,19-12-2024,Male,Sales,1.2
Cristina Watson,52,74748,fquinn@yahoo.com,03-03-2019,Male,Sales,1.5
Joshua Sanchez,43,32229,figueroajohn@yahoo.com,29-07-2019,Female,HR,2.7
Courtney Zimmerman,32,89915,eoconnell@yahoo.com,30-11-2017,Male,Admin,3.6
Jake Vaughn,38,116532,carterjames@baker.net,08-03-2018,Male,HR,2.7
Danielle Gutierrez DDS,33,116928,noblemichael@rocha.net,08-11-2020,Other,Marketing,1.9
Craig Alvarez,55,35151,williamsgabriel@vasquez.info,15-01-2025,Male,Admin,3.3
Susan Miller,55,149664,jmorris@richardson.com,06-09-2021,Female,Finance,4.9
Anthony Nash MD,26,94521,justinreid@hotmail.com,23-11-2023,Female,Marketing,3.9
Tonya Huff,34,64043,shawnsmith@collins-bradley.net,11-12-2019,Female,Marketing,2.9
Katherine Knox,39,81430,stephen21@anderson-glenn.com,08-04-2019,Male,IT,1.8
Melissa Miller,58,148974,tnorton@hotmail.com,22-06-2016,Female,Finance,2.9
Margaret Nichols,35,121358,danielssteven@yahoo.com,14-05-2021,Female,Sales,4
James Scott,51,82258,briannashelton@yahoo.com,15-11-2019,Female,Sales,1.3
Amanda Suarez,25,98019,andersonaaron@johnson.com,27-09-2017,Female,Admin,3.6
Holly Cooper,53,46938,homonica@taylor.info,26-01-2017,Male,IT,3.6
Phyllis Campbell,48,80715,ronnie89@gmail.com,30-04-2023,Other,HR,4.4
Renee Martin,38,133716,jacob71@gmail.com,24-01-2018,Male,Admin,1.1
Kelly Wilson,38,95957,daniel96@jones.biz,11-04-2024,Female,Operations,3.9
Justin Green,46,107041,powelljessica@hayden.com,20-03-2016,Other,IT,2.3
Dr. Jason Smith DVM,59,69703,jonathan72@alexander.biz,13-10-2024,Other,IT,1.5
Brittany Smith,25,70829,hodgestephanie@yahoo.com,25-02-2025,Male,Sales,2.7
James Burke,40,139476,jeffreyross@yahoo.com,31-10-2019,Other,IT,3.5
Fernando Garza,58,89147,mariegarcia@hotmail.com,04-03-2019,Male,Sales,3.1
Marcus Berry,49,143691,belinda62@thomas.net,14-03-2025,Male,HR,1.6
Christy Johnson,55,95814,murphygrace@hotmail.com,15-02-2016,Other,HR,4.1
Kelly Mcdaniel,54,49307,copelandryan@yahoo.com,15-09-2022,Female,Admin,1.1
Darren Gilbert,50,109611,smithjanice@everett.net,03-08-2018,Other,Marketing,3.5
Kristopher Turner,43,111659,yramirez@spears.biz,24-03-2021,Male,Operations,3.8
Jose Castillo,55,84382,gutierrezjose@wheeler.info,13-10-2023,Other,Admin,2.7
Richard Alvarez,44,112490,timothy62@yahoo.com,11-05-2016,Female,Finance,4.3
Yolanda Shelton,55,104418,fordfernando@cox-hunter.com,20-09-2021,Other,Finance,4.9
Mitchell Morris,45,129647,esmith@douglas.com,27-11-2018,Male,Finance,4.9
Ernest Bond,43,47875,rhonda11@gmail.com,30-05-2019,Other,Operations,2.7
Cindy Bradshaw,59,128940,shaun94@hotmail.com,08-04-2023,Other,HR,2.5
Keith Lewis,45,112737,angeldavis@yahoo.com,08-11-2017,Female,IT,4.5
Tara Stanley MD,56,83965,jjones@gmail.com,24-11-2017,Male,Marketing,2.9
Melissa Johnston,39,54852,christopherhill@russell-garcia.net,02-05-2022,Other,Marketing,1.9
Kelly Silva,34,113292,ibrown@hotmail.com,03-09-2017,Other,HR,4.8
Alisha Porter,51,69786,elizabethowens@miranda.com,21-01-2020,Female,Admin,3.8
Jaime Turner,43,59029,reginahall@hernandez-chaney.com,04-05-2025,Male,IT,2.1
Jasmine Davis,54,69632,tannerkristin@hotmail.com,28-12-2016,Male,Admin,4.3
Frederick Novak,55,124373,elizabeththomas@gmail.com,20-07-2021,Male,Finance,1.3
Sarah Lewis,26,131105,omarks@moore.info,06-12-2015,Male,Marketing,4.7
Nathan Brown,55,58308,stevenday@hotmail.com,21-07-2021,Other,HR,4.4
Christopher Walker,43,86916,xjones@yahoo.com,08-10-2022,Other,Admin,4.9
John Martin,29,94128,jamesjensen@cohen.com,03-12-2019,Female,Marketing,1.9
Nicole Robertson,46,131771,amanda96@yahoo.com,01-08-2023,Other,Sales,3.7
James Wilson,28,70828,dellis@gmail.com,22-09-2021,Female,Finance,3.9
Elizabeth Le,25,139499,keith61@hotmail.com,14-10-2024,Other,IT,1.6
Adriana Winters,46,143563,sheila85@coffey-benitez.org,08-12-2022,Other,Marketing,5
Ralph Mitchell,38,121628,james77@hotmail.com,07-03-2018,Other,HR,4.4
Kimberly Pennington,40,62834,natasha83@gmail.com,14-05-2021,Female,Operations,2.1
Brandi Barber,45,132085,destiny81@hubbard.com,10-12-2022,Female,Marketing,1.1
Matthew Ortiz,32,129197,dianaschmidt@yahoo.com,18-09-2021,Male,Admin,4.6
Lisa Gonzales,31,111683,williamtorres@gmail.com,09-12-2017,Female,Marketing,3.4
Paige Gregory,60,77230,joel44@coleman.com,04-05-2023,Male,Finance,2.2
Anthony Hudson,49,66369,amy82@hotmail.com,27-11-2016,Other,Operations,1.3
Wendy Wood,30,84734,mjacobs@gmail.com,07-02-2017,Female,Marketing,3.5
Robert Ortiz,27,147713,ebruce@welch.info,09-04-2024,Female,Admin,4.6
Monica Jones,34,47789,smithpamela@yahoo.com,07-11-2017,Male,Admin,1.9
Mrs. Tiffany James,43,77810,warerobert@hotmail.com,27-07-2017,Female,Finance,2.9
Amber Phillips,57,49522,sampsonralph@gmail.com,16-05-2020,Other,HR,2.8
Colin Joyce,36,108863,alisonpena@gmail.com,11-09-2020,Other,Sales,1.8
Austin White,31,38342,uclark@gmail.com,27-02-2024,Female,Marketing,4.9
Sarah Lutz,34,35223,thompsondanielle@jones.com,14-06-2021,Male,Finance,2.2
Calvin Garcia,51,59101,nblack@griffin.biz,02-07-2017,Female,IT,4.4
Cristina Duarte,33,81777,figueroajohnny@young.biz,10-02-2025,Female,Admin,2
William Powell,23,59313,hayleyruiz@scott.com,01-03-2021,Female,Finance,4.9
Justin White,47,62162,bpotter@yahoo.com,09-03-2019,Female,Finance,4.4
Denise Tran,28,117891,ataylor@mason-martin.com,04-03-2024,Other,Finance,4.6
Douglas Prince,34,50749,davismichael@khan.com,25-03-2018,Female,IT,1.7
Jonathan Williams,38,124843,lbenson@rocha.com,16-08-2024,Female,Operations,3
Gregory Ross,60,119862,danielsjoshua@erickson-berg.com,28-06-2022,Male,Operations,2.4
Laura Stein,31,96639,michael13@hotmail.com,24-04-2023,Other,Operations,2.9
Kevin Knapp,47,125678,hollycopeland@hotmail.com,15-03-2019,Female,Sales,1.3
Catherine Bowers,54,51469,gfowler@ward-williams.com,19-04-2016,Male,Admin,3.2
Lori White,26,84015,ravenhale@boyd-johnson.biz,24-04-2022,Other,Finance,1.3
Selena Green,24,127803,richard04@hill.com,20-12-2018,Female,Finance,3.9
George Gray,55,31070,elizabeth74@hotmail.com,14-07-2025,Male,Marketing,2.2
Alexandria Campbell,52,98856,christopher75@norris.info,14-08-2024,Female,Sales,4.6
Erik Blankenship,40,105294,richardsellen@gmail.com,03-08-2017,Male,Operations,3.5
Kerry Lin,54,101601,deannacastillo@gmail.com,25-02-2019,Other,IT,1.7
Marc Hood,34,41332,bullockroberta@thompson.biz,22-03-2021,Male,Operations,2.9
Thomas Spencer,38,33169,zwatts@bowen.org,29-06-2018,Female,Admin,4.1
Justin Thompson,33,54001,kathleen97@todd-gonzalez.com,26-10-2016,Male,IT,3.1
Eric Harrington,54,135871,rking@fisher.com,20-08-2019,Other,Finance,3.2
Victoria Gomez,47,141185,erica15@yahoo.com,06-01-2022,Other,Admin,4.6
Thomas Young,54,141713,mary69@johnson.com,07-10-2019,Female,Sales,2.8
Mary Ross,39,129750,mchandler@ward-russell.com,01-10-2021,Female,HR,3.6
Zoe Hernandez,54,50936,lisamoore@hotmail.com,30-11-2023,Female,Admin,4.4
Paul Lee,32,77765,brownmarc@jones-duran.com,11-07-2025,Male,Sales,1.6
Jordan Wright,60,53624,kgriffin@yahoo.com,25-08-2024,Female,HR,3.4
James Hoffman,28,42908,hamiltonkelly@jackson.org,16-02-2024,Other,Finance,2.3
Erin Rivers,23,34350,tharding@fitzgerald.biz,11-02-2023,Male,HR,2.4
Emily Ward,27,113658,danielmiller@hotmail.com,20-08-2018,Female,Sales,2.7
Victoria Martinez,31,122571,umorgan@yahoo.com,24-01-2016,Female,Operations,3.4
Michael Figueroa,23,119245,tricia09@alvarado.com,25-12-2018,Other,HR,3.8
Alexis Greene,50,45438,tranmarisa@brown-levy.net,18-06-2024,Other,Finance,2.1
Jesse Vasquez,28,61982,shepherdemily@garcia.biz,18-06-2025,Other,Marketing,5
Rodney Nguyen,39,89145,jenniferthompson@fitzgerald.com,03-08-2019,Female,Admin,3
Richard Garcia,22,135036,amber41@hotmail.com,22-05-2019,Female,Admin,1.2
Sean Barrett,29,44845,devin46@yahoo.com,01-06-2025,Other,HR,1.6
Holly Alvarez,32,110328,jamie96@gates-hunter.net,04-05-2016,Male,Marketing,4
Cody Mack,30,106427,dixonbrett@smith.org,22-02-2024,Other,Operations,1.7
Rodney Morgan,23,45574,christinamaxwell@kaufman.com,23-01-2018,Female,Sales,3.9
Rebecca Gonzales,54,50500,clinenicole@dickson.com,15-10-2016,Female,Marketing,5
Steven Gilbert,54,50802,nathanielwest@ramsey.com,20-10-2025,Female,Admin,4.3
John Galvan,57,133348,clarkrebecca@yahoo.com,06-03-2024,Female,IT,2.9
Tara Travis,55,87721,loriwhitehead@yahoo.com,16-04-2019,Female,HR,3.8
Michele Jones,44,87662,manderson@williams.com,28-08-2022,Male,Finance,1.5
Rebecca Miller,27,79718,greenbrenda@hotmail.com,22-02-2021,Male,Sales,3.6
Eric Morales,26,35416,estuart@gmail.com,16-06-2020,Male,Marketing,2.3
Kelly Bass,46,101617,dillon20@hotmail.com,27-10-2018,Female,IT,4.4
Emily Frey,37,74703,westrada@hotmail.com,28-04-2021,Male,Sales,3.7
Kimberly Hayes,44,94552,wardchristopher@hotmail.com,26-09-2018,Male,Marketing,1
